pharmacy_id,pharmacy_name,drug_name,category,manufacturer,unit_price_inr,stock_qty,otc_or_rx
PH009,Malad City Chemist,Thyrozip 75mcg Tablet,Hormonal,Remedial Healthcare,1.44,53,Rx
PH009,Malad City Chemist,Thyrosoft 25mcg Tablet,Hormonal,Hauz Pharma Pvt Ltd,1.25,48,Rx
PH009,Malad City Chemist,Eltroxin 75mcg Tablet,Hormonal,Glaxo SmithKline Pharmaceuticals Ltd,1.46,117,Rx
PH009,Malad City Chemist,Thyrox 150 Tablet,Hormonal,Macleods Pharmaceuticals Pvt Ltd,2.05,185,Rx
PH009,Malad City Chemist,Thyramax 50mcg Tablet,Hormonal,Astonea Labs Private Limited,1.09,230,Rx
PH009,Malad City Chemist,Thyroprime 75mcg Tablet,Hormonal,Primus Remedies Pvt Ltd,1.36,143,Rx
PH009,Malad City Chemist,Euthyroid 100 Tablet,Hormonal,Akumentis Healthcare Ltd,33.15,70,Rx
PH009,Malad City Chemist,Thyroup 150 Tablet,Hormonal,Lupin Ltd,2.07,42,Rx
PH009,Malad City Chemist,Thyrine 100mcg Tablet,Hormonal,Olcare Laboratories,1.21,77,Rx
PH009,Malad City Chemist,Tusnov-L Syrup,Respiratory,NovoLilly Pharmaceutical Pvt Ltd,0.95,25,OTC
PH009,Malad City Chemist,Asthacure Plus Tablet,Respiratory,Swiss Pharma Pvt Ltd,0.86,211,OTC
PH009,Malad City Chemist,Nebzmart FB 1mg Smartules 2ml,Respiratory,Glenmark Pharmaceuticals Ltd,58.67,179,OTC
PH009,Malad City Chemist,Ibinide 200 Nexcap,Respiratory,Indiabulls pharmaceutical ltd,5.92,153,OTC
PH009,Malad City Chemist,Triballi LS Syrup,Respiratory,Ancient Life Sciences,0.83,141,OTC
PH009,Malad City Chemist,Arnikof LS Syrup,Respiratory,Arnee Life Science,0.94,48,OTC
PH009,Malad City Chemist,Gla Syrup,Respiratory,Ashwa Healthcare,0.76,43,OTC
PH009,Malad City Chemist,Kufstil Syrup,Respiratory,SBS Biosciences,0.85,77,OTC
PH009,Malad City Chemist,Durabec Breath Inhaler,Respiratory,Raptakos Brett & Co Ltd,6.29,97,OTC
PH009,Malad City Chemist,Nishkuf-LS Syrup,Respiratory,Ronish Bioceuticals,0.8,148,OTC
PH009,Malad City Chemist,Combimist-L CFC Free Inhaler,Respiratory,Zydus Cadila,1.57,227,OTC
PH009,Malad City Chemist,Budesule 0.5mg Respules,Respiratory,Windlas Biotech Ltd,10.96,233,OTC
PH009,Malad City Chemist,Formonide 400 Novocart,Respiratory,Zydus Cadila,5.85,78,OTC
PH009,Malad City Chemist,Formonide 100 Inhaler,Respiratory,Zydus Cadila,2.3,80,OTC
PH009,Malad City Chemist,Salbuton 4 Tablet,Respiratory,PLG Pharmaceutical,4.44,123,OTC
PH009,Malad City Chemist,Pulmosmart 400 Pulmicaps,Respiratory,Alkem Laboratories Ltd,7.23,19,OTC
PH009,Malad City Chemist,Duojet LD 0.63mg/500mcg Respules,Respiratory,Brinton Pharmaceuticals Pvt Ltd,6.82,130,OTC
PH009,Malad City Chemist,Etabol Tablet,Respiratory,Hamax Pharmaceuticals,1.23,39,OTC
PH009,Malad City Chemist,Ambrosal LS Syrup,Respiratory,Capri Pharmaceuticals,0.79,99,OTC
PH009,Malad City Chemist,Formonide 6mcg/100mcg Respicap,Respiratory,Zydus Cadila,4.73,82,OTC
PH009,Malad City Chemist,Duolin Forte Inhaler,Respiratory,Cipla Ltd,1.93,237,OTC
PH009,Malad City Chemist,Vexicof LS Syrup,Respiratory,Vexilla Healthcare,0.94,191,OTC
PH009,Malad City Chemist,Magnakof-LS Syrup,Respiratory,Mankind Pharma Ltd,1.03,17,OTC
PH009,Malad City Chemist,Uniresp 300mg Tablet,Respiratory,Algen Healthcare Limited,3.7,122,OTC
PH009,Malad City Chemist,Cofsy LS Oral Drops,Respiratory,Skymax Life Science Pvt Ltd,3.66,116,OTC
PH009,Malad City Chemist,Foracort Inhaler 200,Respiratory,Cipla Ltd,3.32,70,OTC
PH009,Malad City Chemist,Aqukof-LS Syrup,Respiratory,Aquver Pharma Private Limited,0.92,18,OTC
PH009,Malad City Chemist,Aerozest 0.31mg Respules (2.5 ml each),Respiratory,Macleods Pharmaceuticals Pvt Ltd,2.78,154,OTC
PH009,Malad City Chemist,Levobrex Kid Syrup,Respiratory,Agex Laboratories Pvt Ltd,1.25,100,OTC
PH009,Malad City Chemist,Pediakof LS Syrup,Respiratory,Medmate Life Science Private,1.19,186,OTC
PH009,Malad City Chemist,Respire Syrup,Respiratory,Meditouch Wellness,0.96,142,OTC
PH009,Malad City Chemist,Entcof-LS Syrup,Respiratory,Gladstone Pharma India Pvt Ltd,1.17,121,OTC
PH009,Malad City Chemist,Fluticort F 6mcg/100mcg Rotacap,Respiratory,Macleods Pharmaceuticals Pvt Ltd,6.04,180,OTC
PH009,Malad City Chemist,Unicontin-E 400 Tablet CR,Respiratory,Modi Mundi Pharma Pvt Ltd,22.33,14,OTC
PH009,Malad City Chemist,Budesal 1mg Respule 2ml,Respiratory,Cipla Ltd,52.69,197,OTC
PH009,Malad City Chemist,Wytrol Capsule,Supplement,Pfizer Ltd,16.72,148,OTC
PH009,Malad City Chemist,Bio Cal-D 1000mg/200IU Tablet,Supplement,Bio Drugs Laboratories Pvt Ltd,2.59,120,OTC
PH009,Malad City Chemist,Axifer 100mg Injection,Supplement,Medihealth Lifesciences Pvt. Ltd.,83.19,71,Rx
PH009,Malad City Chemist,Alferon XT 20mg Injection,Supplement,Alarius Healthcare,232.09,124,Rx
PH009,Malad City Chemist,Thiamo 100mg Injection,Supplement,Remark Healthcare,28.75,13,Rx
PH009,Malad City Chemist,NVM-LC Tablet,Supplement,Seagull Pharmaceutical Pvt Ltd,17.39,9,OTC
PH009,Malad City Chemist,Caldovis 500mg Capsule,Supplement,Salvador Visiontech,13.59,107,OTC
PH009,Malad City Chemist,Ferofe 100mg Injection,Supplement,Alive Healthcare,8.35,33,Rx
PH009,Malad City Chemist,Richcalvit Tablet,Supplement,CL Reddy Health Care,5.48,121,OTC
PH009,Malad City Chemist,New Sunbless C Tablet,Supplement,Zydus Cadila,13.08,194,OTC
PH009,Malad City Chemist,Zincobus 100mg Injection,Supplement,Globus Remedies Ltd,243.92,114,Rx
PH009,Malad City Chemist,Folifred Tablet,Supplement,Fredun Pharmaceuticals Limited,1.53,102,OTC
PH009,Malad City Chemist,H 2 T-Active Injection,Supplement,Uvkan Healthcare Pvt Ltd,81.91,140,Rx
PH009,Malad City Chemist,Rolifol-Dha Softgel Capsule,Supplement,Rollick Healthcare Pvt Ltd,15.43,84,OTC
PH009,Malad City Chemist,Hibone-D Oral Drops,Supplement,Salsim Pharma Pvt Ltd,3.45,131,OTC
PH009,Malad City Chemist,Dobce 500mg Capsule,Supplement,Dermakare Pharmaceuticals Pvt Ltd,13.8,18,OTC
PH009,Malad City Chemist,Vinoferon-S 5 Injection,Supplement,Vintas Pharmaceuticals Pvt. Ltd.,52.56,80,Rx
PH009,Malad City Chemist,Sioneuron Forte Injection,Supplement,Albert David Ltd,3.91,5,Rx
PH009,Malad City Chemist,Ferhance Tablet,Supplement,Hegde and Hegde Pharmaceutical LLP,8.91,50,OTC
PH009,Malad City Chemist,Vezfer 100mg Injection,Supplement,Vesnik Molecules,50.89,184,Rx
PH009,Malad City Chemist,Irovis Injection,Supplement,Dolvis Bio Pharma Pvt Ltd,59.36,72,Rx
PH009,Malad City Chemist,Trinurosol HP 1000mg Injection,Supplement,Wockhardt Ltd,11.12,249,Rx
PH009,Malad City Chemist,Feromaxx 100mg Injection,Supplement,Maxx Farmacia (India) Lip,46.23,52,Rx
PH009,Malad City Chemist,Torget Plus 10 Tablet,Supplement,Zydus Cadila,12.36,212,OTC
PH009,Malad City Chemist,Fenora-S 100mg Injection,Supplement,Neiss Labs Pvt Ltd,288.54,7,Rx
PH009,Malad City Chemist,Imunofer 100mg Injection,Supplement,Tamman Titoe Pharma Pvt Ltd,54.9,105,Rx
PH009,Malad City Chemist,Asthim 50mg Injection,Supplement,Aspen Pharma,5.45,13,Rx
PH009,Malad City Chemist,Ferixym 500mg Injection,Supplement,Zydus Cadila,2038.62,241,Rx
PH009,Malad City Chemist,Ostabar Tablet,Supplement,JVG Pharmaceuticals,12.5,148,OTC
PH009,Malad City Chemist,I Ten 100mg Injection,Supplement,Feron Healthcare Pvt Ltd,48.77,221,Rx
PH009,Malad City Chemist,Fastovorin 50mg Injection,Supplement,Alkem Laboratories Ltd,368.3,215,Rx
PH009,Malad City Chemist,Imec 20mg Injection,Supplement,I.I.F.A Health Care,54.43,136,Rx
PH009,Malad City Chemist,Dyferol 100mg Injection,Supplement,Medna Biotech Private Limited,243.53,165,Rx
PH009,Malad City Chemist,Calhunt Tablet,Supplement,Medgrow Health Care,10.43,188,OTC
PH009,Malad City Chemist,Nurox Injection,Supplement,Insta Care Lifescience,52.97,43,Rx
PH009,Malad City Chemist,CV 60K Softgel Capsule,Supplement,Carevale Pharmaceuticals,26.85,189,OTC
PH009,Malad City Chemist,Carbova 50mg Injection,Supplement,Gnova Biotech,63.66,144,Rx
PH009,Malad City Chemist,Betsalic Lotion,Dermatological,East West Pharma,2.7,37,OTC
PH009,Malad City Chemist,Momenta 0.10% Cream,Dermatological,NuLife Pharmaceuticals,28.6,9,OTC
PH009,Malad City Chemist,Danket Shampoo,Dermatological,Dermo Care Laboratories,3.46,148,OTC
PH009,Malad City Chemist,Kcz Soap,Dermatological,Nitro Organics,1.72,84,OTC
PH009,Malad City Chemist,Ketza Soap,Dermatological,Pluzine Healthcare,1.04,38,OTC
PH009,Malad City Chemist,Betaderm Z Cream,Dermatological,P and  P Dermaceuticals Pvt Ltd,2.99,186,OTC
PH009,Malad City Chemist,Clc N Cream,Dermatological,Symbiosis Pharmaceuticals Pvt Ltd,3.89,219,OTC
PH009,Malad City Chemist,Clorap S Ointment,Dermatological,Rapross Pharmaceuticals Pvt Ltd,5.86,95,OTC
PH009,Malad City Chemist,Keygraf 1 Capsule,Dermatological,Anthem Biopharma,45.67,41,OTC
PH009,Malad City Chemist,Finuris Cream,Dermatological,Dr Kumars Pharmaceuticals,9.09,109,OTC
PH009,Malad City Chemist,Betagel,Dermatological,Micro Labs Ltd,0.72,169,OTC
PH009,Malad City Chemist,Canazole Dusting Powder,Dermatological,Lupin Ltd,1.01,25,OTC
PH009,Malad City Chemist,Tcoglob 5mg Capsule,Dermatological,Globela Pharma Pvt Ltd,172.82,22,OTC
PH009,Malad City Chemist,Clolite S Lotion,Dermatological,La Med India,2.78,179,OTC
PH009,Malad City Chemist,Clofresh GM Neo Cream,Dermatological,Smart Laboratories Pvt Ltd,4.53,86,OTC
PH009,Malad City Chemist,Clobesol-N Cream,Dermatological,Kiansons Formulation Pvt Ltd,3.1,63,OTC
PH009,Malad City Chemist,Sureket Cream,Dermatological,Surewin Healthcare,5.6,32,OTC
PH009,Malad City Chemist,Candid KZ Soap,Dermatological,Glenmark Pharmaceuticals Ltd,2.51,17,OTC
PH009,Malad City Chemist,Apodruff Shampoo,Dermatological,Apotex Lifesciences,1.78,228,OTC
PH009,Malad City Chemist,Keto Cream,Dermatological,Med Manor Organics Pvt Ltd,6.37,34,OTC
PH009,Malad City Chemist,Praisvate S 6 Ointment,Dermatological,Praise Pharma,5.58,245,OTC
PH009,Malad City Chemist,Monovate Lotion,Dermatological,Mefro Pharmaceuticals Pvt Ltd,1.38,87,OTC
PH009,Malad City Chemist,Momeflo Nasal Spray,Dermatological,Lupin Ltd,41.33,29,OTC
PH009,Malad City Chemist,Moldex Ointment,Dermatological,Medix Biocare,4.14,137,OTC
PH009,Malad City Chemist,Ketokem Medicated Anti-fungal Soap,Dermatological,Alkem Laboratories Ltd,1.47,176,OTC
PH009,Malad City Chemist,Salobet Ointment,Dermatological,Mohrish Pharmaceuticals,5.99,185,OTC
PH009,Malad City Chemist,Ketonol Scalp Solution,Dermatological,Nanz Med Science Pharma Ltd,2.52,160,OTC
PH009,Malad City Chemist,Geoderm G Cream,Dermatological,Geolife Sciences,2.45,39,OTC
PH009,Malad City Chemist,Momocort 0.1% Cream,Dermatological,MDC Pharmaceuticals  Pvt Ltd,4.81,41,OTC
PH009,Malad City Chemist,Clonova 0.05% Cream,Dermatological,Rhine Biogenics Pvt Ltd,2.96,228,OTC
PH009,Malad City Chemist,Clonate Lotion,Dermatological,Hegde and Hegde Pharmaceutical LLP,6.61,185,OTC
PH010,Vile Parle Generic Aid,Justaday Capsule,Analgesic,Tas Med India Pvt Ltd,11.09,53,OTC
PH010,Vile Parle Generic Aid,Rapinac 25mg Injection,Analgesic,Varun Life Sciences Pvt Ltd,5.18,139,Rx
PH010,Vile Parle Generic Aid,Assmol 100mg/325mg Tablet,Analgesic,Assign Drug Industries Pvt Ltd,4.07,52,OTC
PH010,Vile Parle Generic Aid,Aester-P Oral Suspension,Analgesic,Alester Pharma Pvt Ltd,0.81,17,OTC
PH010,Vile Parle Generic Aid,Xpace-MR Tablet,Analgesic,Saffron Medicare Pvt Ltd,8.8,4,OTC
PH010,Vile Parle Generic Aid,Fenobax SP 100mg/325mg/15mg Tablet,Analgesic,Baxton Pharmacia,7.44,181,OTC
PH010,Vile Parle Generic Aid,Fenace 125mg Oral Suspension,Analgesic,Invision Medi Sciences Pvt Ltd,0.56,28,OTC
PH010,Vile Parle Generic Aid,Ubadol-SP Tablet,Analgesic,Ubatlife Health Care,10.41,103,OTC
PH010,Vile Parle Generic Aid,FEE Oral Drops,Analgesic,Safetech Formulation,1.38,249,OTC
PH010,Vile Parle Generic Aid,Fenprost G 200mg/20mg Capsule SR,Analgesic,Metamorf Lifesciences,7.84,129,OTC
PH010,Vile Parle Generic Aid,Dicloryn SP 50mg/325mg/10mg Tablet,Analgesic,Aeryn Lifesciences Pvt Ltd,5.7,155,OTC
PH010,Vile Parle Generic Aid,Thermaset DS 250mg Oral Suspension,Analgesic,Orange Biotech Pvt Ltd,0.66,228,OTC
PH010,Vile Parle Generic Aid,Freemol 100mg/325mg Tablet,Analgesic,Omnimol Meditechnics Pvt Ltd,5.25,1,OTC
PH010,Vile Parle Generic Aid,Newpam Tablet,Analgesic,Medoz Pharmaceutical Pvt. Ltd,2.58,134,OTC
PH010,Vile Parle Generic Aid,Aciz SP 100 mg/500 mg/10 mg Tablet,Analgesic,Ritz Pharma,7.37,87,OTC
PH010,Vile Parle Generic Aid,Acondec S 50mg/10mg Tablet,Analgesic,Aconwell Pharma Pvt Ltd,4.69,150,OTC
PH010,Vile Parle Generic Aid,Opimol 250 Oral Suspension,Analgesic,Overseas Pharma Pvt Ltd,0.7,187,OTC
PH010,Vile Parle Generic Aid,Parapet 50mg/500mg Tablet,Analgesic,Petal Lifesciences,2.09,14,OTC
PH010,Vile Parle Generic Aid,Fenics MR 100mg/325mg/250mg Tablet,Analgesic,Alvonics Lifesciences Pvt Ltd,9.52,4,OTC
PH010,Vile Parle Generic Aid,Napuse 250mg/10mg Tablet,Analgesic,Events Pharma,4.27,51,OTC
PH010,Vile Parle Generic Aid,Acejeev-P 100mg/325mg Tablet,Analgesic,Jeevecam Lifescience Pvt Ltd,3.7,180,OTC
PH010,Vile Parle Generic Aid,Aceplas P 100mg/500mg Tablet,Analgesic,Plasmid Healthcare Pvt Ltd,3.04,142,OTC
PH010,Vile Parle Generic Aid,PAINE 50MG CAPSULE,Analgesic,Pharma Drugs & Chemicals,5.31,126,OTC
PH010,Vile Parle Generic Aid,Diclocas 75mg Injection,Analgesic,Casca Remedies Pvt Ltd,16.01,155,Rx
PH010,Vile Parle Generic Aid,Clopogril-AS Tablet,Analgesic,Care Formulation Labs Pvt Ltd,5.29,142,OTC
PH010,Vile Parle Generic Aid,Fepanil 120mg/5ml Syrup,Analgesic,Veritaz Healthcare Ltd,0.62,84,OTC
PH010,Vile Parle Generic Aid,Papol T 325mg/37.5mg Tablet,Analgesic,Notus Pharmaceuticals Pvt Ltd,6.95,131,OTC
PH010,Vile Parle Generic Aid,Spade AP 100mg/325mg/15mg Tablet,Analgesic,Med Manor Organics Pvt Ltd,7.6,25,OTC
PH010,Vile Parle Generic Aid,Aci-SP 100mg/500mg/15mg Tablet,Analgesic,Polard Healthcare,6.82,150,OTC
PH010,Vile Parle Generic Aid,NAC SR 150 Tablet,Analgesic,Systopic Laboratories Pvt Ltd,5.79,239,OTC
PH010,Vile Parle Generic Aid,Aclotec Plus 100 mg/500 mg Tablet,Analgesic,Targof Pure Drugs Td,2.63,240,OTC
PH010,Vile Parle Generic Aid,Fenzec 75mg Injection,Analgesic,M.M Pharma,17.19,167,Rx
PH010,Vile Parle Generic Aid,Nam Safe Plus Syrup,Analgesic,Lincoln Pharmaceuticals Ltd,0.62,122,OTC
PH010,Vile Parle Generic Aid,Ceftromez 250mg Injection,Antibiotic,Sovicare Pharmaceuticals,27.58,188,Rx
PH010,Vile Parle Generic Aid,Fusy CV 500mg/125mg Tablet,Antibiotic,Biosys Medisciences,85.98,103,Rx
PH010,Vile Parle Generic Aid,Voxquin OZ 250mg/500mg Tablet,Antibiotic,Werke Healthcare,8.85,52,Rx
PH010,Vile Parle Generic Aid,Azibey 500mg Tablet,Antibiotic,Abbey Health Care Pvt Ltd,16.37,43,Rx
PH010,Vile Parle Generic Aid,Azigrand 250mg Tablet,Antibiotic,Novalab Healthcare Pvt Ltd,11.21,100,Rx
PH010,Vile Parle Generic Aid,Kleen Gel,Antibiotic,Syswin Pharmaceuticals Pvt Ltd,7.32,96,Rx
PH010,Vile Parle Generic Aid,Wiz LB 100mg Tablet DT,Antibiotic,Cure Kelvin,7.37,11,Rx
PH010,Vile Parle Generic Aid,Ozzymycin 500mg Tablet,Antibiotic,Henry Pharmaceuticals,25.02,243,Rx
PH010,Vile Parle Generic Aid,Aglocin 500mg Tablet,Antibiotic,Egis Healthcare,3.99,55,Rx
PH010,Vile Parle Generic Aid,Metoni O Oral Suspension,Antibiotic,Seepi Pharma Pvt Ltd,1.21,225,Rx
PH010,Vile Parle Generic Aid,Polyclav-DS Tablet,Antibiotic,Macleods Pharmaceuticals Pvt Ltd,19.84,76,Rx
PH010,Vile Parle Generic Aid,Cefixwell OF Dry Syrup,Antibiotic,Everwell Pharma Pvt Ltd,2.7,108,Rx
PH010,Vile Parle Generic Aid,Cipromid TZ 300 Tablet,Antibiotic,Midas Healthcare Ltd,6.63,77,Rx
PH010,Vile Parle Generic Aid,Ofloxemm-OZ Tablet,Antibiotic,Ess Emm Pharma Pvt Ltd,7.21,165,Rx
PH010,Vile Parle Generic Aid,Auglex 500mg/125mg Tablet,Antibiotic,Unilex Lifesciences Pvt Ltd,18.22,32,Rx
PH010,Vile Parle Generic Aid,Popucef 500mg Tablet,Antibiotic,GK Medicos,43.4,104,Rx
PH010,Vile Parle Generic Aid,Raniflox OZ 200mg/500mg Tablet,Antibiotic,Renvic Lifesciences Pvt Ltd,8.51,50,Rx
PH010,Vile Parle Generic Aid,Amocrin-CV Dry Syrup,Antibiotic,Crinova Healthcare,1.87,120,Rx
PH010,Vile Parle Generic Aid,Sanzone 1000mg Injection,Antibiotic,Mediwill Life Sciences,45.98,142,Rx
PH010,Vile Parle Generic Aid,Off N ON Suspension,Antibiotic,Medisys Biotech Pvt Ltd,1.25,82,Rx
PH010,Vile Parle Generic Aid,Ayubact 250mg Tablet,Antibiotic,Bioethics Lifesciences Pvt Ltd,10.09,9,Rx
PH010,Vile Parle Generic Aid,Skaxim 500mg Tablet,Antibiotic,Skars Healthcare Pvt Ltd,6.34,3,Rx
PH010,Vile Parle Generic Aid,Kvmox 250 Capsule,Antibiotic,Kavita Pharma Chem,4.18,79,Rx
PH010,Vile Parle Generic Aid,Prifix 200mg Tablet,Antibiotic,Priya Life Science,23.75,24,Rx
PH010,Vile Parle Generic Aid,Elicef 100mg Tablet DT,Antibiotic,GRAF Laboratories Pvt Ltd,11.46,97,Rx
PH010,Vile Parle Generic Aid,Cefag LB 200mg Tablet,Antibiotic,Agron Remedies Pvt Ltd,22.01,194,Rx
PH010,Vile Parle Generic Aid,Azymake 500mg Tablet,Antibiotic,Ashlife Healthcare,19.82,52,Rx
PH010,Vile Parle Generic Aid,Rymocin 200mg Tablet,Antibiotic,Atyad Life Sciences Pvt Ltd,5.2,162,Rx
PH010,Vile Parle Generic Aid,Ofone 200mg Tablet,Antibiotic,Encyclo Healthcare,5.28,120,Rx
PH010,Vile Parle Generic Aid,I Tone 2000mg Injection,Antibiotic,Sanjivani Parenteral Ltd,112.88,104,Rx
PH010,Vile Parle Generic Aid,StayHappi Amoxycillin+Pantoprazole+Clarithromycin 750mg/40mg/500mg Kit,Antibiotic,Sarvagunaushdhi Pvt Ltd,94.34,92,Rx
PH010,Vile Parle Generic Aid,Cefimun 250mg Tablet,Antibiotic,Intellect Lifescience,20.69,172,Rx
PH010,Vile Parle Generic Aid,Ticocef S 250mg/125mg Injection,Antibiotic,Vistica Life Sciences,42.27,27,Rx
PH010,Vile Parle Generic Aid,Nexim 200mg Tablet DT,Antibiotic,Nexus India,16.67,75,Rx
PH010,Vile Parle Generic Aid,Moxidas-CV  Dry Syrup,Antibiotic,Midas Healthcare Ltd,1.6,97,Rx
PH010,Vile Parle Generic Aid,Lombard 250mg Tablet,Antibiotic,Vsaar Pharma Pvt Ltd,4.99,166,Rx
PH010,Vile Parle Generic Aid,Cetriken 10mg Tablet,Antihistamine,Symbiosis Pharmaceuticals Pvt Ltd,1.97,16,OTC
PH010,Vile Parle Generic Aid,Leezet-ML Kid 2.5mg/4mg Tablet,Antihistamine,Floreat Medica Pvt Ltd,3.9,90,OTC
PH010,Vile Parle Generic Aid,Skylor 10 Tablet,Antihistamine,Rishab Healthcare pvt. Ltd.,4.35,173,OTC
PH010,Vile Parle Generic Aid,Cetrizine Cold DS Syrup,Antihistamine,Knoll Healthcare Pvt Ltd,1.18,166,OTC
PH010,Vile Parle Generic Aid,LM Kid Syrup,Antihistamine,Rozer Pharmaceuticals Pvt Ltd,1.2,189,OTC
PH010,Vile Parle Generic Aid,L 5mg Tablet,Antihistamine,Solitaire Pharmacia Pvt Ltd,2.12,149,OTC
PH010,Vile Parle Generic Aid,Cetafed Tablet,Antihistamine,Oasis Remedies,2.3,58,OTC
PH010,Vile Parle Generic Aid,Lvcys M Tablet,Antihistamine,Macsys LifeSciences,6.02,198,OTC
PH010,Vile Parle Generic Aid,Rid-AR Kid Syrup,Antihistamine,Cipla Ltd,2.16,48,OTC
PH010,Vile Parle Generic Aid,Livazin Tablet,Antihistamine,Varmed Pharma Pvt Ltd,4.08,246,OTC
PH010,Vile Parle Generic Aid,Alerdain 5mg Tablet,Antihistamine,Ordain Health Care Global Pvt Ltd,4.4,238,OTC
PH010,Vile Parle Generic Aid,Montigrace-L Tablet,Antihistamine,Gracevera Pharma,10.91,167,OTC
PH010,Vile Parle Generic Aid,Livozy 10mg Tablet,Antihistamine,Eraas International,5.38,42,OTC
PH010,Vile Parle Generic Aid,Lorzar 10mg Tablet,Antihistamine,Ellederma Pharma Pvt Ltd,4.61,215,OTC
PH010,Vile Parle Generic Aid,Monteshot L 5mg/10mg Tablet,Antihistamine,Vats Biotech Pvt Ltd,10.88,217,OTC
PH010,Vile Parle Generic Aid,Swlev 10mg Tablet,Antihistamine,Swakam Biotech Private Limited,6.8,110,OTC
PH010,Vile Parle Generic Aid,Lemra AM 5mg/60mg Tablet,Antihistamine,Garwyn Remedies,5.4,26,OTC
PH010,Vile Parle Generic Aid,Coldhit Oral Suspension,Antihistamine,Plena Remedies,0.93,191,OTC
PH010,Vile Parle Generic Aid,Phensedyl Cold Syrup,Antihistamine,Abbott,0.89,157,OTC
PH010,Vile Parle Generic Aid,Tykast 5mg/10mg Tablet,Antihistamine,Tested & Trusted Pharma Pvt Ltd,10.16,213,OTC
PH010,Vile Parle Generic Aid,Czine A 5mg/60mg Tablet,Antihistamine,Vatican Life Sciences Pvt Ltd,39.67,113,OTC
PH010,Vile Parle Generic Aid,Eolist M 5mg/10mg Tablet,Antihistamine,Biophar Lifesciences Pvt Ltd,10.04,246,OTC
PH010,Vile Parle Generic Aid,Lorariv 10mg Tablet,Antihistamine,East African (India) Overseas,4.11,75,OTC
PH010,Vile Parle Generic Aid,Rhinowell DS Oral Suspension,Antihistamine,Ridhima Biocare,0.95,55,OTC
PH010,Vile Parle Generic Aid,Exiplon 4 mg/10 mg Syrup,Antihistamine,Khandelwal Laboratories Pvt Ltd,0.9,43,OTC
PH010,Vile Parle Generic Aid,Citlense-M Oral Suspension,Antihistamine,Medilance Healthcare,1.09,86,OTC
PH010,Vile Parle Generic Aid,Fenexia 120mg Tablet,Antihistamine,Solace Biotech Ltd,9.21,83,OTC
PH010,Vile Parle Generic Aid,Fenixa M Tablet,Antihistamine,Canixa Life Sciences Pvt,15.53,155,OTC
PH010,Vile Parle Generic Aid,Lequit CS Suspension,Antihistamine,Quantum Formulations,0.71,148,OTC
PH010,Vile Parle Generic Aid,Tzine 10mg Tablet,Antihistamine,Health Care Formulations Pvt Ltd,2.53,241,OTC
PH010,Vile Parle Generic Aid,Corty liv Plus Tablet,Antihistamine,Panm Labs India,4.99,146,OTC
PH010,Vile Parle Generic Aid,DavaIndia Desloratadine 5mg Tablet,Antihistamine,Davaindia Generic Pharmacy,1.95,145,OTC
PH010,Vile Parle Generic Aid,Lemocit AM 5mg/60mg Tablet,Antihistamine,Biobrick Pharma,7.46,163,OTC
PH010,Vile Parle Generic Aid,Monago-L Tablet,Antihistamine,Guillain Pharma Private Limited,5.83,51,OTC
PH010,Vile Parle Generic Aid,Insu-GM (ER) Tablet,Antidiabetic,Olens Healthcare Pvt Ltd,10.29,43,Rx
PH010,Vile Parle Generic Aid,Sitara-M 50/500 Tablet ER,Antidiabetic,Intas Pharmaceuticals Ltd,9.47,171,Rx
PH010,Vile Parle Generic Aid,Winixia 500mg Tablet SR,Antidiabetic,Wings Biotech Ltd,1.84,33,Rx
PH010,Vile Parle Generic Aid,Dippivi-M 50/1000 Tablet,Antidiabetic,Jubilant Life Sciences,9.95,54,Rx
PH010,Vile Parle Generic Aid,Gpcon M 2mg/500mg Tablet,Antidiabetic,Catholicon Pharmaceuticals Pvt Ltd,6.77,41,Rx
PH010,Vile Parle Generic Aid,Sysvog 0.3mg Tablet,Antidiabetic,Syswin Pharmaceuticals Pvt Ltd,4.42,230,Rx
PH010,Vile Parle Generic Aid,Glimitoss M 2mg/500mg Tablet SR,Antidiabetic,Minitoss Medicines,6.74,137,Rx
PH010,Vile Parle Generic Aid,Amaryl 3mg Tablet,Antidiabetic,Sanofi India  Ltd,14.08,218,Rx
PH010,Vile Parle Generic Aid,Dartmet-G1 Forte Tablet SR,Antidiabetic,Addii Biotech Pvt Ltd,7.61,178,Rx
PH010,Vile Parle Generic Aid,Triobimet 2 Tablet ER,Antidiabetic,Corona Remedies Pvt Ltd,18.98,192,Rx
PH010,Vile Parle Generic Aid,Invog 0.3mg Tablet,Antidiabetic,Med Manor Organics Pvt Ltd,10.59,230,Rx
PH010,Vile Parle Generic Aid,Olglimide 2mg Tablet,Antidiabetic,Olcare Laboratories,3.41,29,Rx
PH010,Vile Parle Generic Aid,Voglimin-GM 1 Tablet SR,Antidiabetic,Orris Pharmaceuticals,9.01,8,Rx
PH010,Vile Parle Generic Aid,Zoryl-M 2 Tablet PR,Antidiabetic,Intas Pharmaceuticals Ltd,13.13,57,Rx
PH010,Vile Parle Generic Aid,Vildact 50mg Tablet,Antidiabetic,Cognitive Life Sciences Ltd,10.27,222,Rx
PH010,Vile Parle Generic Aid,Gimi 2mg Tablet,Antidiabetic,Plenum Biotech,5.46,39,Rx
